name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"30.183, -97.68",2022-11-18,55.1,47.9,50.6,55.1,46,50.2,40.2,68.6,0.012,100,4.17,rain,0,0,14.1,8.1,58,1026.8,100,9.9,51,4.5,3,10,2022-11-18T06:58:46,2022-11-18T17:32:51,0.83,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-11-19,48.8,38,41.1,45.8,29.3,34.1,36.8,84.9,0.398,100,37.5,rain,0,0,29.8,19.7,5.8,1029.6,100,8.8,26,2.3,1,10,2022-11-19T06:59:37,2022-11-19T17:32:28,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-11-20,47,38.9,42.3,43.5,33.3,38,32.6,69.5,0,0,0,rain,0,0,16.8,10.3,2.1,1031.2,99.6,9.9,47.4,4.2,3,10,2022-11-20T07:00:27,2022-11-20T17:32:06,0.9,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-11-21,44.9,41.1,43.2,43.5,37.2,40.4,40.3,89.6,0.266,100,54.17,rain,0,0,9.6,9.2,17.8,1029.4,100,9.1,32.2,2.9,1,10,2022-11-21T07:01:18,2022-11-21T17:31:47,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-11-22,53.9,44,49.2,53.9,40.6,48,46.7,91.3,0.02,100,4.17,rain,0,0,8.9,6.9,44.5,1026.3,100,7.8,56.3,5,2,10,2022-11-22T07:02:08,2022-11-22T17:31:28,0.96,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-11-23,65,53,58.1,65,53,58.1,52.3,82,0,0,0,rain,0,0,16.3,6.9,88.7,1018.8,99.2,9.9,77,6.6,4,10,2022-11-23T07:02:58,2022-11-23T17:31:12,0,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-11-24,66.8,61.1,62.3,66.8,61.1,62.3,61.7,97.9,0.327,100,33.33,rain,0,0,29.8,16.1,44.3,1013,99.2,4.9,31.9,2.8,2,10,2022-11-24T07:03:49,2022-11-24T17:30:57,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-11-25,61.1,56,57.5,61.1,56,57.5,56.2,95.4,0.169,100,25,rain,0,0,29.8,20.8,21.2,1018,100,7.4,24.3,2.3,1,10,2022-11-25T07:04:39,2022-11-25T17:30:44,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-11-26,60.2,41.1,52,60.2,39.2,51,45,80,1.83,100,29.17,rain,0,0,33.3,18.3,278.6,1012.8,55.8,8.3,163.1,13.9,6,10,2022-11-26T07:05:28,2022-11-26T17:30:33,0.1,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"C2969,72254013904"
"30.183, -97.68",2022-11-27,71,44,54.9,71,43.9,54.3,43.6,69.9,0,0,0,,0,0,24.2,12.8,294.9,1012.7,0,9.9,161,13.7,6,10,2022-11-27T07:06:18,2022-11-27T17:30:23,0.13,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-11-28,74.9,37.1,56.5,74.9,37.1,56.3,48.7,79.1,0,0,0,rain,0,0,24.6,12.8,175.7,1013.6,15.8,9.6,162.2,13.9,6,10,2022-11-28T07:07:07,2022-11-28T17:30:15,0.17,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-11-29,82.1,57.8,70.6,83.6,57.8,70.7,64.4,83.2,0,0,0,rain,0,0,32.2,20.8,200.2,1007.7,55.4,8.1,133.4,11.5,6,60,2022-11-29T07:07:56,2022-11-29T17:30:09,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-11-30,57.8,39.8,48.1,57.8,31.5,44.1,30.9,53.2,0,0,0,,0,0,37.8,24.2,10.9,1025.4,5,9.9,160.6,13.9,6,10,2022-11-30T07:08:45,2022-11-30T17:30:04,0.25,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-12-01,53,34.1,45.4,53,27.3,43.1,37.5,73.8,0,0,0,rain,0,0,14.1,9.2,32.4,1026.8,67.9,9.6,49.2,4.2,2,10,2022-12-01T07:09:33,2022-12-01T17:30:01,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-02,68.1,51.2,59.1,68.1,51.2,59.1,58.3,97.4,0.119,100,29.17,rain,0,0,21,11.4,192.2,1020.2,100,5.2,38.5,3.4,2,10,2022-12-02T07:10:21,2022-12-02T17:30:00,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-12-03,65.9,53.9,60.3,65.9,53.9,60.3,51.8,74.4,0,0,0,rain,0,0,29.8,16.1,8.9,1026.3,99.6,9.9,65.3,5.7,3,10,2022-12-03T07:11:08,2022-12-03T17:30:01,0.34,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-12-04,56.9,53,55,56.9,53,55,46.6,73.5,0,0,0,rain,0,0,13.4,12.8,8.9,1023.6,100,9.5,37.1,3.2,2,10,2022-12-04T07:11:55,2022-12-04T17:30:03,0.38,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-12-05,78.2,56.9,64.8,78.2,56.9,64.8,60.1,86.1,0,0,0,rain,0,0,35.6,21.9,205.6,1013.7,81.2,7.4,91.5,7.9,5,10,2022-12-05T07:12:41,2022-12-05T17:30:07,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-12-06,82.1,65,71.6,84.6,65,71.7,67.2,87.1,0,0,0,rain,0,0,23.3,16.1,190.6,1013.4,94.2,8.5,67.6,5.9,4,30,2022-12-06T07:13:26,2022-12-06T17:30:13,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-12-07,80,65,72.4,80,65,72.4,66.4,82.6,0,0,0,rain,0,0,29.8,18.3,174.3,1019.6,72.5,9.5,106.6,9.3,5,10,2022-12-07T07:14:11,2022-12-07T17:30:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-08,80,65,71.8,80,65,71.8,66.8,85.5,0,0,0,rain,0,0,19.5,15,186.8,1019.9,74.6,9.3,75.6,6.3,4,30,2022-12-08T07:14:55,2022-12-08T17:30:30,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-12-09,79.1,60.2,70.2,79.1,60.2,70.2,65.4,86.2,0,0,0,rain,0,0,16.1,11.4,181.3,1018.2,60.3,8.3,126.3,11,5,30,2022-12-09T07:15:38,2022-12-09T17:30:40,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-10,78.2,65.9,72.1,78.2,65.9,72.1,66.8,84.3,0.02,100,4.17,rain,0,0,18.3,16.1,158.8,1016.4,97.9,9.8,62.8,5.4,3,75,2022-12-10T07:16:21,2022-12-10T17:30:53,0.58,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-12-11,65,59.1,62.9,65,59.1,62.9,58.6,86.3,0.04,100,8.33,rain,0,0,18.3,16.1,25.4,1017.9,87.5,9.9,67.9,5.7,3,10,2022-12-11T07:17:02,2022-12-11T17:31:07,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-12-12,70.1,57.8,63.8,70.1,57.8,63.8,62.2,95.1,0,0,0,rain,0,0,25.3,16.1,127.9,1012.7,96.7,6.6,19.1,1.7,1,30,2022-12-12T07:17:43,2022-12-12T17:31:22,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-12-13,79.1,61.1,69.7,79.1,61.1,69.7,59.9,72.8,0,0,0,rain,0,0,26.4,19.7,186.4,1005.7,95,9.9,54.7,4.7,4,75,2022-12-13T07:18:23,2022-12-13T17:31:40,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-12-14,68.1,41.1,59.3,68.1,39.6,59.1,33.9,41.4,0.024,100,8.33,rain,0,0,32.2,16.1,321.1,1010.2,49.6,9.9,139.9,12.1,6,10,2022-12-14T07:19:02,2022-12-14T17:31:58,0.72,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-12-15,64.1,33.2,46.2,64.1,27.8,45.3,33.1,65.2,0,0,0,,0,0,13.9,10.3,190.3,1016.8,1.3,9.9,148.6,12.7,6,10,2022-12-15T07:19:40,2022-12-15T17:32:19,0.75,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-12-16,55.1,35,44.4,55.1,29.9,40.8,35.5,72.5,0,0,0,,0,0,19.5,20.8,10.1,1018.7,66.3,9.9,74.4,6.5,3,10,2022-12-16T07:20:16,2022-12-16T17:32:41,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-17,56,32.1,45.3,56,31.2,43.4,26,50,0,0,0,,0,0,16.1,12.8,8.6,1022.9,57.9,9.9,138.9,11.8,6,10,2022-12-17T07:20:52,2022-12-17T17:33:04,0.81,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-18,53.9,21.8,41.6,53.9,21.8,41.1,24.8,58.2,0,0,0,,0,0,15,11.4,127.2,1024.7,54.6,9.9,93,7.9,5,10,2022-12-18T07:21:26,2022-12-18T17:33:29,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-19,50.1,43.1,46,50.1,36.5,42,41.6,87.1,1.439,100,37.5,rain,0,0,15,12.8,15.6,1021.5,100,6,19.3,2,1,10,2022-12-19T07:22:00,2022-12-19T17:33:55,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"C2969,72254013904"
"30.183, -97.68",2022-12-20,52.1,41.1,48.1,52.1,39.2,45.4,45.3,90.4,0.012,100,4.17,rain,0,0,21.9,13.9,4.3,1026.9,92.9,7.5,30.3,2.5,1,10,2022-12-20T07:22:32,2022-12-20T17:34:23,0.91,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2022-12-21,47.9,33.2,41.6,47,33.2,39.8,39,90.9,0,0,0,rain,0,0,9.2,6.9,200.4,1023.4,77.5,7.8,46,3.8,2,10,2022-12-21T07:23:03,2022-12-21T17:34:52,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-22,59.1,17.9,35.6,59.1,0.4,27.8,29.7,79.9,0,0,0,rain,0,0,40.3,28.9,339.2,1021.3,61.6,7.2,56,4.9,3,10,2022-12-22T07:23:32,2022-12-22T17:35:23,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2022-12-23,30.8,14.1,22.3,19.7,-3.4,8.3,0.6,39.2,0,0,0,,0,0,40.3,25.3,359.4,1039.8,27.5,9.9,149.8,12.9,6,10,2022-12-23T07:24:01,2022-12-23T17:35:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-24,38,17.9,26.9,35.7,7.6,21.1,5.4,42.2,0,0,0,,0,0,15,16.1,11.3,1037.1,25.4,9.9,149.3,12.8,6,10,2022-12-24T07:24:27,2022-12-24T17:36:28,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-25,51.2,19.1,33.1,51.2,14.2,30.6,13.4,51.6,0,0,0,,0,0,10.3,10.3,187.9,1030.7,11.3,9.6,147.5,12.8,6,10,2022-12-25T07:24:53,2022-12-25T17:37:02,0.08,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-12-26,61.1,26,40.7,61.1,16.7,37.4,20.1,47.5,0,0,0,,0,0,12.8,9.2,270.9,1024.9,18.8,9.9,147.7,12.6,6,10,2022-12-26T07:25:17,2022-12-26T17:37:38,0.11,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2022-12-27,57.8,30.8,42.5,57.8,24.9,38.9,27.5,57.4,0,0,0,,0,0,8.1,12.8,84.5,1025,34.6,9.9,137,11.7,6,10,2022-12-27T07:25:40,2022-12-27T17:38:15,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-28,75.8,34.1,56.1,75.8,30.8,54.6,45.4,69.5,0,0,0,,0,0,34.4,21.9,178.3,1013.3,30.8,9.9,143.1,12.3,6,10,2022-12-28T07:26:01,2022-12-28T17:38:53,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-29,74,56.9,66.6,74,56.9,66.6,59.8,79.7,0,0,0,rain,0,0,20.8,15,208.3,1012.4,94.2,9.3,60,5.2,3,30,2022-12-29T07:26:21,2022-12-29T17:39:32,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2022-12-30,65,46.1,57.1,65,46,57,44.4,64.5,0,0,0,,0,0,11.4,10.3,329.7,1014.6,86.2,9.9,46.8,3.9,2,10,2022-12-30T07:26:39,2022-12-30T17:40:12,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2022-12-31,75.8,38,56.1,75.8,38,55.6,43.8,68.4,0,0,0,,0,0,31.1,18.3,211.1,1013.6,28.9,9.9,145.8,12.5,6,10,2022-12-31T07:26:55,2022-12-31T17:40:53,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-01,78.2,42.2,61.9,78.2,40.4,61.7,56.3,83.6,0,0,0,rain,0,0,19.5,12.8,167.9,1012.3,68.8,7.1,109,9.5,6,10,2023-01-01T07:27:10,2023-01-01T17:41:35,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-01-02,82.1,69.2,73.4,84.6,69.2,73.7,67.3,82.4,0,0,0,rain,0,0,36.7,23,174,1007.5,85.8,7.3,83.9,7.5,4,75,2023-01-02T07:27:24,2023-01-02T17:42:18,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-03,71.9,48.8,62.6,71.9,48,62.5,42.1,51.3,0.079,100,4.17,rain,0,0,17.2,13.9,321.9,1011,84.6,9.1,135.8,11.8,5,100,2023-01-03T07:27:36,2023-01-03T17:43:02,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"C2969,72254013904"
"30.183, -97.68",2023-01-04,73.1,38.9,54.5,73.1,36.7,53.7,35,54.7,0,0,0,,0,0,20.8,13.9,286,1017.8,23.8,9.9,151.6,13.1,6,10,2023-01-04T07:27:46,2023-01-04T17:43:47,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-05,65.9,34.1,49,65.9,32.2,48.4,36.5,65.9,0,0,0,,0,0,11.4,10.3,26.9,1024.1,20,9.9,150.3,13.1,6,10,2023-01-05T07:27:55,2023-01-05T17:44:33,0.46,Clear,Partly cloudy throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-01-06,79.1,38.9,58.8,79.1,36.7,58.7,50.7,76.9,0,0,0,rain,0,0,31.1,19.7,177.9,1020.4,53.3,9.5,112.3,9.8,6,10,2023-01-06T07:28:02,2023-01-06T17:45:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-07,74.9,61.1,66.7,74.9,61.1,66.7,59.6,80.3,0.012,100,4.17,rain,0,0,23,18.3,13.5,1019.9,99.1,8.1,54.1,4.6,2,30,2023-01-07T07:28:07,2023-01-07T17:46:06,0.53,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-01-08,66.8,42.2,55,66.8,42.2,54.6,36.9,52.5,0,0,0,rain,0,0,23,16.1,6.6,1024.2,49.2,9.9,149.7,12.8,6,10,2023-01-08T07:28:11,2023-01-08T17:46:54,0.56,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-09,71.9,38.9,54.4,71.9,36.7,54,44.6,72.8,0,0,0,,0,0,12.8,11.4,182.4,1022.1,36.3,9.9,149.7,12.9,6,10,2023-01-09T07:28:13,2023-01-09T17:47:42,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-10,80.9,56,66.4,80.8,56,66.4,58.1,78.3,0,0,0,rain,0,0,20.8,15,200,1016.7,27.9,8,148.5,12.9,6,10,2023-01-10T07:28:13,2023-01-10T17:48:31,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-11,77.1,55.1,64.9,77.1,55.1,64.9,60.2,86.1,0,0,0,,0,0,31.1,21.9,201.8,1012.3,53.8,7.1,114,9.8,5,15,2023-01-11T07:28:12,2023-01-11T17:49:21,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-12,68.1,48.8,58.5,68.1,44.1,58.3,34.2,41.5,0,0,0,,0,0,36.7,23,338.3,1022.5,41.3,9.9,128.3,11.3,6,10,2023-01-12T07:28:09,2023-01-12T17:50:11,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-13,61.1,34.1,47.4,61.1,33.4,45.9,27.5,48.7,0,0,0,rain,0,0,16.1,16.1,347.2,1029.5,17.5,9.9,157.3,13.7,6,10,2023-01-13T07:28:04,2023-01-13T17:51:01,0.73,Clear,Clear conditions throughout the day.,clear-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-01-14,64.1,26,47.1,64.1,26,46.6,29.8,57.6,0,0,0,rain,0,0,19.5,15,173.7,1024.2,22.5,9.9,159,13.5,6,10,2023-01-14T07:27:58,2023-01-14T17:51:52,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-15,74,34.1,56.7,74,34.1,56,48.1,76.6,0,0,0,rain,0,0,43.6,24.2,173.2,1013.1,50.8,9.7,125.7,10.9,6,10,2023-01-15T07:27:50,2023-01-15T17:52:43,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-16,77.1,56.9,65.6,77.1,56.9,65.6,57.8,77.3,0,0,0,rain,0,0,23,12.8,191.5,1008.4,80.8,9.9,105.1,9,5,10,2023-01-16T07:27:40,2023-01-16T17:53:35,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-01-17,79.1,44.9,60.9,79.1,44.9,60.7,54.8,83,0,0,0,rain,0,0,23,13.9,151.5,1007.8,32.9,8.8,145.6,12.6,6,10,2023-01-17T07:27:29,2023-01-17T17:54:27,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-18,77.1,52.1,67.7,77.1,52.1,67.7,46.6,56.9,0,0,0,rain,0,0,36.7,17.2,296.6,1007.9,53.3,7.9,138.5,12,6,10,2023-01-18T07:27:16,2023-01-18T17:55:19,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-19,65.9,38,53.9,65.9,36.7,53.4,29.1,41.2,0,0,0,,0,0,15,11.4,17,1018.6,24.6,9.9,158.1,13.6,6,10,2023-01-19T07:27:01,2023-01-19T17:56:11,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-20,57.8,46.1,52.7,57.8,46,52.7,36.4,54.4,0,0,0,,0,0,17.2,13.9,59.2,1021.4,96.3,9.9,45.8,4,2,10,2023-01-20T07:26:45,2023-01-20T17:57:04,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-01-21,61.1,37.1,51.3,61.1,34.4,50.9,44.3,77.7,0,0,0,rain,0,0,12.8,6.9,79.6,1015.8,77.9,9.5,76.5,6.6,5,10,2023-01-21T07:26:27,2023-01-21T17:57:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-22,60.2,35.9,46.8,60.2,35,44.8,30,55.7,0,0,0,,0,0,21.9,15,323.5,1017.2,13.3,9.8,164.2,14.1,6,10,2023-01-22T07:26:08,2023-01-22T17:58:49,0.03,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-01-23,59.1,26.9,44.3,59.1,26.5,43.6,28.8,58.5,0,0,0,,0,0,17.2,12.8,102.6,1022.2,42.1,9.9,128.6,11,6,10,2023-01-23T07:25:46,2023-01-23T17:59:42,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-24,53.9,44,48.6,53.9,37.6,45.3,42.3,79.9,1.071,100,41.67,rain,0,0,39.1,19.7,349.2,1012.9,74.6,7.5,48.4,4.1,3,10,2023-01-24T07:25:24,2023-01-24T18:00:35,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-01-25,56,35.9,45.6,56,28.9,42.1,33,63.1,0,0,0,,0,0,28.9,16.1,324.9,1020.9,30.4,9.9,167.1,14.5,6,10,2023-01-25T07:24:59,2023-01-25T18:01:28,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-26,55.1,29.9,42.1,55.1,26.5,40.5,31.1,68.9,0,0,0,,0,0,12.8,9.2,358.7,1029,18.8,9.9,169.3,14.8,6,10,2023-01-26T07:24:33,2023-01-26T18:02:21,0.16,Clear,Clear conditions throughout the day.,clear-day,"C2969,72254013904"
"30.183, -97.68",2023-01-27,56,29,42.7,56,26.5,42.4,33.6,73.1,0,0,0,"rain,freezingrain",0,0,17.2,12.8,171.5,1026.4,80.4,9.9,63.5,5.3,2,10,2023-01-27T07:24:06,2023-01-27T18:03:14,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-01-28,59.1,47.9,53.8,59.1,47.9,53.8,53.1,97.7,0.146,100,20.83,rain,0,0,23,9.2,195.9,1017.9,100,3.3,42.1,3.7,2,10,2023-01-28T07:23:37,2023-01-28T18:04:06,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"C2969,72254013904"
"30.183, -97.68",2023-01-29,74,42.2,59.5,74,35,57.7,56.2,89.4,0.056,100,16.67,rain,0,0,33.3,23,9,1016,95,5.5,84,7.2,5,10,2023-01-29T07:23:06,2023-01-29T18:04:59,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-01-30,41.1,29.9,33.8,32.6,18.5,23.4,31.3,90.7,0,0,0,"rain,freezingrain",0.3,0,25.3,19.7,2.6,1023.8,100,7.5,16.5,1.3,1,10,2023-01-30T07:22:34,2023-01-30T18:05:51,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"C2969,72254013904"
"30.183, -97.68",2023-01-31,33.2,29.9,30.6,22.7,17.8,19.7,29.2,94.5,0.024,100,8.33,"rain,freezingrain,snow",0.1,0,26.4,19.7,0.8,1026.4,100,7.3,15,1.3,1,10,2023-01-31T07:22:00,2023-01-31T18:06:44,0.33,"Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"C2969,72254013904"
"30.183, -97.68",2023-02-01,32.1,29.9,31.4,25.7,18.5,21.6,30.7,97.4,1.127,100,58.33,"rain,freezingrain,snow",1,0.6,21.9,17.2,353.8,1027.1,100,3.8,24.5,2.2,1,10,2023-02-01T07:21:25,2023-02-01T18:07:36,0.37,"Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"C2969,72254013904"
"30.183, -97.68",2023-02-02,41.1,32.1,36,34.4,23.2,28.5,34.3,93.5,0.096,100,25,"rain,snow",0.1,0.3,23,15,342.2,1026.6,99.2,6.4,38.9,3.5,2,10,2023-02-02T07:20:49,2023-02-02T18:08:27,0.4,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-02-03,50.1,34.1,42.7,50.1,28.4,38.6,37.5,81.8,0,0,0,,0,0,19.5,13.9,4,1033.7,71.3,9.8,108,9.4,5,10,2023-02-03T07:20:11,2023-02-03T18:09:19,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-04,62,30.8,45.2,62,30.8,44.6,39.4,83,0,0,0,,0,0,19.5,17.2,190.9,1028.2,54.5,6.1,164.4,14.4,7,10,2023-02-04T07:19:32,2023-02-04T18:10:10,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-02-05,73.1,35,52.3,73.1,32.2,52.1,47,85.1,0,0,0,,0,0,17.2,15,197.3,1022,26.4,6.9,166.9,14.4,7,10,2023-02-05T07:18:51,2023-02-05T18:11:02,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KAUS,C2969,72254013904"
"30.183, -97.68",2023-02-06,74.9,53.9,64.3,74.9,53.9,64.3,58.1,82.5,0,0,0,rain,0,0,33.3,23,176.5,1015.3,85,8.8,95.2,8.3,5,10,2023-02-06T07:18:09,2023-02-06T18:11:52,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C2969,72254013904"
"30.183, -97.68",2023-02-07,71,53,66.1,71,53,66.1,63.3,90.8,0.166,100,20.83,rain,0,0,27.5,15,155.6,1013.4,100,8.9,30.8,2.7,1,30,2023-02-07T07:17:26,2023-02-07T18:12:43,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"C2969,72254013904"
